75.650002	75.540001
75.54000097	76.19999697
75.75000161	76.83999763
76.94999833	76.15000332
76.09999773	75.61000074
75.40000265	75.51000265
75.15000091	75.8099969
75.62999757	75.41000457
75.41000518	74.72000217
74.40000166	74.56999966
74.69999699	73.94999699
73.93000049	74.37000349
74.03000042	74.00000142
74.3000051	74.3500001
74.44999802	74.90000303
74.97000085	75.05000285
74.29000126	75.47000126
74.05999788	75.42999987
74.65000345	76.34999948
76.41999743	76.61000043
76.70095451	76.24620073
76.24619989	76.27652254
76.14514429	75.90261467
75.91272373	76.8020071
76.98390578	76.20578423
77.20623112	76.38767734
76.49883986	76.6908469
76.70095399	76.65042232
77.5093913	77.2365451
77.10517579	78.31783602
78.31783696	78.70184397
78.64121395	79.73261292
79.7326117	79.83366495
79.58102577	79.89429509
79.63155776	80.14693459
80.08630445	80.08630445
79.934719	80.42988782
80.74316503	81.14738713
80.85432507	81.34949388
81.09685608	81.27875557
80.59158035	79.92461151
80.15704276	80.15704276
79.95493394	80.02567162
79.88419624	79.84377312
79.84377189	79.88419501
79.83366515	79.17680386
79.02521979	79.32838864
79.07575122	79.12628189
79.13638286	80.08630445
80.14693605	79.51028984
79.53049633	79.8538732
80.08630265	80.91495588
80.91495621	82.71373803
82.71373987	82.56215594
82.86532447	82.12761794
82.00635571	83.10785414
83.16849165	82.86532281
83.06743047	81.34949388
81.85476995	81.77392371
81.65266385	82.31962461
82.31962277	82.41057655
82.25899387	82.37015467
81.97604142	82.56215594
82.56215396	82.86532281
82.86532468	83.63334679
83.26954769	82.54194769
82.56215571	82.48131756
82.17814635	82.85521464
82.61268453	82.51163128
82.91585314	82.4307848
82.66321505	82.7238462
82.51163104	82.4307848
82.43078557	82.22867805
82.14783366	82.19835625
82.2589932	82.86532281
82.41057778	82.30951644
82.36004636	82.57226142
82.47120826	82.86532281
82.76426932	82.78447633
83.0067988	82.99669125
83.02701524	83.37059912
83.57469252	84.30941609
84.08491794	83.79919352
83.42162361	84.43186509
84.08491794	84.12573586
83.77877903	83.44203017
83.45223578	81.62563285
81.63584005	81.17664151
81.48277049	81.96238309
81.66645303	81.0133663
81.78890887	81.74808993
82.2991347	82.09503999
81.48276989	81.71747701
82.14606399	81.48277075
81.07459034	80.33987391
81.03377991	80.13578057
80.18680454	79.91127951
80.25823732	81.37052156
81.22766072	81.73788473
82.45220124	82.69710672
82.68690069	83.44203017
83.4522379	82.63588357
83.1154879	83.13590094
83.62571126	82.15627123
82.1562704	82.91139988
82.80935767	83.67673643
83.57469454	83.11548783
83.61551234	82.70731462
82.91139993	83.64612351
83.66652879	82.14606332
